(0,3,6000,12000,600),
(1,3,6000,12000,600),
(2,33,8000,15000,800),
(3,2,6000,12000,600),
(4,33,8000,15000,800),
(5,4,6000,12000,600),
(6,4,6000,12000,600),
(7,4,6000,12000,600),
(8,10,6000,12000,600),
(9,10,6000,12000,600),
(10,33,8000,15000,800),
(11,10,6000,12000,600),
(12,11,6000,12000,600),
(13,10,6000,12000,600),
(14,10,6000,12000,600),
(15,10,6000,12000,600),
(16,29,8000,15000,800),
(17,16,6000,12000,600),
(18,16,6000,12000,600),
(19,31,8000,15000,800),
(20,21,6000,12000,600),
(21,19,6000,12000,600),
(24,25,6000,12000,600),
(25,26,6000,12000,600),
(26,27,6000,12000,600),
(27,32,6000,12000,600),
(28,35,8000,22000,800),
(29,34,6000,12000,600),
(30,39,6000,12000,600),
(31,27,6000,12000,600),
(32,33,6000,12000,600),
(5,6,6000,12000,600),
(7,6,6000,12000,600),
(14,15,6000,12000,600),
(8,13,6000,12000,600),
(1,14,6000,12000,600),
(17,18,6000,12000,600),
(19,6,8000,15000,800),
(24,26,6000,12000,600),
(24,27,6000,12000,600),
(24,32,6000,12000,600),
(24,33,6000,12000,600),
(24,34,6000,12000,600),
(24,35,6000,12000,600),
(24,37,6000,12000,600),
(24,38,6000,12000,600),
(25,27,6000,12000,600),
(25,32,6000,12000,600),
(25,33,6000,12000,600),
(25,34,6000,12000,600),
(25,35,6000,12000,600),
(25,36,6000,12000,600),
(25,37,6000,12000,600),
(25,38,6000,12000,600),
(25,39,6000,12000,600),
(30,27,6000,12000,600),
(16,31,8000,15000,800),
(31,34,6000,12000,600),
(29,39,6000,12000,600),
(29,31,6000,12000,600),
(26,32,6000,12000,600),
(26,34,6000,12000,600),
(26,35,6000,12000,600),
(26,36,6000,12000,600),
(26,38,6000,12000,600),
(26,39,6000,12000,600),
(27,34,6000,12000,600),
(32,35,6000,12000,600),
(32,36,6000,12000,600),
(32,37,6000,12000,600),
(32,38,6000,12000,600),
(32,39,6000,12000,600),
(33,35,6000,12000,600),
(33,36,6000,12000,600),
(33,37,6000,12000,600),
(33,38,6000,12000,600),
(33,39,6000,12000,600),
(34,35,6000,12000,600),
(34,36,6000,12000,600),
(34,38,6000,12000,600),
(34,39,6000,12000,600),
(35,36,6000,12000,600),
(35,37,6000,12000,600),
(35,38,6000,12000,600),
(35,39,6000,12000,600),
(36,37,6000,12000,600),
(36,38,6000,12000,600),
(36,39,6000,12000,600),
(37,38,6000,12000,600),
(37,39,6000,12000,600),
(38,39,6000,12000,600),
(2,14,8000,15000,800),
(2,15,8000,15000,800),
(4,5,8000,15000,800),
(4,10,8000,15000,800),
(3,0,6000,12000,600),
(3,1,6000,12000,600),
(33,2,8000,15000,800),
(2,3,6000,12000,600),
(33,4,8000,15000,800),
(4,5,6000,12000,600),
(4,6,6000,12000,600),
(4,7,6000,12000,600),
(10,8,6000,12000,600),
(10,9,6000,12000,600),
(33,10,8000,15000,800),
(10,11,6000,12000,600),
(11,12,6000,12000,600),
(10,13,6000,12000,600),
(10,14,6000,12000,600),
(10,15,6000,12000,600),
(29,16,8000,15000,800),
(16,17,6000,12000,600),
(16,18,6000,12000,600),
(31,19,8000,15000,800),
(21,20,6000,12000,600),
(19,21,6000,12000,600),
(25,24,6000,12000,600),
(26,25,6000,12000,600),
(27,26,6000,12000,600),
(32,27,6000,12000,600),
(35,28,8000,22000,800),
(34,29,6000,12000,600),
(39,30,6000,12000,600),
(27,31,6000,12000,600),
(33,32,6000,12000,600),
(6,5,6000,12000,600),
(6,7,6000,12000,600),
(15,14,6000,12000,600),
(13,8,6000,12000,600),
(14,1,6000,12000,600),
(18,17,6000,12000,600),
(6,19,8000,15000,800),
(26,24,6000,12000,600),
(27,24,6000,12000,600),
(32,24,6000,12000,600),
(33,24,6000,12000,600),
(34,24,6000,12000,600),
(35,24,6000,12000,600),
(37,24,6000,12000,600),
(38,24,6000,12000,600),
(27,25,6000,12000,600),
(32,25,6000,12000,600),
(33,25,6000,12000,600),
(34,25,6000,12000,600),
(35,25,6000,12000,600),
(36,25,6000,12000,600),
(37,25,6000,12000,600),
(38,25,6000,12000,600),
(39,25,6000,12000,600),
(27,30,6000,12000,600),
(31,16,8000,15000,800),
(34,31,6000,12000,600),
(39,29,6000,12000,600),
(31,29,6000,12000,600),
(32,26,6000,12000,600),
(34,26,6000,12000,600),
(35,26,6000,12000,600),
(36,26,6000,12000,600),
(38,26,6000,12000,600),
(39,26,6000,12000,600),
(34,27,6000,12000,600),
(35,32,6000,12000,600),
(36,32,6000,12000,600),
(37,32,6000,12000,600),
(38,32,6000,12000,600),
(39,32,6000,12000,600),
(35,33,6000,12000,600),
(36,33,6000,12000,600),
(37,33,6000,12000,600),
(38,33,6000,12000,600),
(39,33,6000,12000,600),
(35,34,6000,12000,600),
(36,34,6000,12000,600),
(38,34,6000,12000,600),
(39,34,6000,12000,600),
(36,35,6000,12000,600),
(37,35,6000,12000,600),
(38,35,6000,12000,600),
(39,35,6000,12000,600),
(37,36,6000,12000,600),
(38,36,6000,12000,600),
(39,36,6000,12000,600),
(38,37,6000,12000,600),
(39,37,6000,12000,600),
(39,38,6000,12000,600),
(14,2,8000,15000,800),
(15,2,8000,15000,800),
(5,4,8000,15000,800),
(10,4,8000,15000,800);
